home_team,away_team,home_goals,away_goals,date,league_slug
Egypt,Switzerland,1,3,1988-12-14,international-friendly
South Korea,China PR,2,1,1988-12-14,international-afc-asian-cup
Uruguay,Peru,3,0,1988-12-14,international-friendly
Saudi Arabia,Iran,1,0,1988-12-15,international-afc-asian-cup
Morocco,Gabon,5,2,1988-12-15,international-friendly
New Zealand,Taiwan,4,1,1988-12-15,international-fifa-world-cup-qualification
China PR,Iran,0,0,1988-12-17,international-afc-asian-cup
Ivory Coast,Tunisia,1,1,1988-12-18,international-friendly
South Korea,Saudi Arabia,0,0,1988-12-18,international-afc-asian-cup
Liberia,Tunisia,1,1,1988-12-20,international-friendly
Zambia,Egypt,1,2,1988-12-20,international-friendly
Spain,Northern Ireland,4,0,1988-12-21,international-fifa-world-cup-qualification
Italy,Scotland,2,0,1988-12-22,international-friendly
Morocco,Guinea,1,0,1988-12-22,international-friendly
DR Congo,Angola,0,0,1988-12-30,international-friendly
Israel,Netherlands,0,2,1989-01-04,international-friendly
Algeria,Zimbabwe,3,0,1989-01-06,international-fifa-world-cup-qualification
Egypt,Liberia,2,0,1989-01-06,international-fifa-world-cup-qualification
Oman,Iraq,1,1,1989-01-06,international-fifa-world-cup-qualification
Pakistan,Kuwait,0,1,1989-01-06,international-fifa-world-cup-qualification
Qatar,Jordan,1,0,1989-01-06,international-fifa-world-cup-qualification
Kenya,Malawi,1,1,1989-01-07,international-fifa-world-cup-qualification
Nigeria,Gabon,1,0,1989-01-07,international-fifa-world-cup-qualification
Cameroon,Angola,1,1,1989-01-08,international-fifa-world-cup-qualification
DR Congo,Tunisia,3,1,1989-01-08,international-fifa-world-cup-qualification
Ivory Coast,Libya,1,0,1989-01-08,international-fifa-world-cup-qualification
Morocco,Zambia,1,0,1989-01-08,international-fifa-world-cup-qualification
Egypt,Finland,2,1,1989-01-11,international-friendly
Malta,Israel,1,2,1989-01-11,international-friendly
Egypt,Finland,2,1,1989-01-13,international-friendly
Jordan,Iraq,0,1,1989-01-13,international-fifa-world-cup-qualification
Kuwait,United Arab Emirates,3,2,1989-01-13,international-fifa-world-cup-qualification
Oman,Qatar,0,0,1989-01-13,international-fifa-world-cup-qualification
Albania,Greece,1,1,1989-01-18,international-friendly
Iran,Japan,2,2,1989-01-20,international-friendly
Jordan,Oman,2,0,1989-01-20,international-fifa-world-cup-qualification
Qatar,Iraq,1,0,1989-01-20,international-fifa-world-cup-qualification
United Arab Emirates,Pakistan,5,0,1989-01-20,international-fifa-world-cup-qualification
Malawi,Egypt,1,1,1989-01-21,international-fifa-world-cup-qualification
Angola,Nigeria,2,2,1989-01-22,international-fifa-world-cup-qualification
Gabon,Cameroon,1,3,1989-01-22,international-fifa-world-cup-qualification
Liberia,Kenya,0,0,1989-01-22,international-fifa-world-cup-qualification
Malta,Spain,0,2,1989-01-22,international-fifa-world-cup-qualification
Tunisia,Morocco,2,1,1989-01-22,international-fifa-world-cup-qualification
Zambia,DR Congo,4,2,1989-01-22,international-fifa-world-cup-qualification
Zimbabwe,Ivory Coast,0,0,1989-01-22,international-fifa-world-cup-qualification
Greece,Portugal,1,2,1989-01-25,international-friendly
India,North Korea,1,2,1989-01-27,international-nehru-cup
Iraq,Oman,3,1,1989-01-27,international-fifa-world-cup-qualification
Jordan,Qatar,1,1,1989-01-27,international-fifa-world-cup-qualification
Kuwait,Pakistan,2,0,1989-01-27,international-fifa-world-cup-qualification
Thailand,Malaysia,1,0,1989-01-28,international-king's-cup
Ecuador,Chile,1,0,1989-01-29,international-friendly
Senegal,DR Congo,1,1,1989-01-29,international-friendly
Thailand,Indonesia,3,0,1989-01-30,international-king's-cup
Senegal,DR Congo,2,1,1989-01-31,international-friendly
Chile,Peru,0,0,1989-02-01,international-friendly
Colombia,Peru,1,0,1989-02-03,international-friendly
Indonesia,Malaysia,1,3,1989-02-03,international-king's-cup
Iraq,Jordan,4,0,1989-02-03,international-fifa-world-cup-qualification
Qatar,Oman,3,0,1989-02-03,international-fifa-world-cup-qualification
United Arab Emirates,Kuwait,1,0,1989-02-03,international-fifa-world-cup-qualification
China PR,North Korea,3,1,1989-02-04,international-king's-cup
Colombia,Chile,1,0,1989-02-05,international-friendly
Republic of Ireland,France,0,0,1989-02-07,international-friendly
Costa Rica,Poland,2,4,1989-02-07,international-friendly
Algeria,Finland,2,0,1989-02-08,international-malta-international-tournament
Cyprus,Scotland,2,3,1989-02-08,international-fifa-world-cup-qualification
Greece,England,1,2,1989-02-08,international-friendly
Israel,Wales,3,3,1989-02-08,international-friendly
Malta,Denmark,0,2,1989-02-08,international-malta-international-tournament
Northern Ireland,Spain,0,2,1989-02-08,international-fifa-world-cup-qualification
Thailand,China PR,2,0,1989-02-08,international-king's-cup
Denmark,Finland,0,0,1989-02-10,international-malta-international-tournament
Iraq,Qatar,2,2,1989-02-10,international-fifa-world-cup-qualification
Malta,Algeria,0,1,1989-02-10,international-malta-international-tournament
Oman,Jordan,0,2,1989-02-10,international-fifa-world-cup-qualification
Pakistan,United Arab Emirates,1,4,1989-02-10,international-fifa-world-cup-qualification
Algeria,Denmark,0,0,1989-02-12,international-malta-international-tournament
Guatemala,Poland,0,1,1989-02-12,international-friendly
Hong Kong,China PR,0,0,1989-02-12,international-lunar-new-year-cup
Malta,Finland,0,0,1989-02-12,international-malta-international-tournament
Egypt,German DR,0,4,1989-02-13,international-friendly
Mexico,Poland,3,1,1989-02-14,international-friendly
Portugal,Belgium,1,1,1989-02-15,international-fifa-world-cup-qualification
Thailand,Bangladesh,1,0,1989-02-19,international-fifa-world-cup-qualification
Bulgaria,Russia,1,2,1989-02-21,international-friendly
Costa Rica,El Salvador,1,1,1989-02-21,international-friendly
Guatemala,Mexico,1,2,1989-02-21,international-friendly
Greece,Norway,4,2,1989-02-22,international-friendly
Italy,Denmark,1,0,1989-02-22,international-friendly
China PR,Bangladesh,2,0,1989-02-23,international-fifa-world-cup-qualification
Costa Rica,Guatemala,2,3,1989-02-23,international-friendly
El Salvador,Mexico,0,2,1989-02-23,international-friendly
Thailand,Iran,0,3,1989-02-23,international-fifa-world-cup-qualification
Bangladesh,Iran,1,2,1989-02-27,international-fifa-world-cup-qualification
Thailand,China PR,0,3,1989-02-28,international-fifa-world-cup-qualification
Guatemala,El Salvador,3,0,1989-03-03,international-friendly
Bangladesh,China PR,0,2,1989-03-04,international-fifa-world-cup-qualification
Israel,New Zealand,1,0,1989-03-05,international-fifa-world-cup-qualification
Albania,England,0,2,1989-03-08,international-fifa-world-cup-qualification
Bangladesh,Thailand,3,1,1989-03-08,international-fifa-world-cup-qualification
Greece,German DR,3,2,1989-03-08,international-friendly
Hungary,Republic of Ireland,0,0,1989-03-08,international-fifa-world-cup-qualification
Scotland,France,2,0,1989-03-08,international-fifa-world-cup-qualification
Colombia,Argentina,1,0,1989-03-09,international-friendly
Yemen,Syria,0,1,1989-03-10,international-fifa-world-cup-qualification
Australia,New Zealand,4,1,1989-03-12,international-fifa-world-cup-qualification
Jamaica,Paraguay,0,3,1989-03-12,international-friendly
Brazil,Ecuador,1,0,1989-03-15,international-friendly
Martinique,Paraguay,0,2,1989-03-15,international-friendly
Saudi Arabia,Syria,5,4,1989-03-15,international-fifa-world-cup-qualification
Tunisia,Egypt,0,0,1989-03-15,international-friendly
Guadeloupe,Paraguay,0,2,1989-03-17,international-friendly
Iran,Bangladesh,1,0,1989-03-17,international-fifa-world-cup-qualification
Alderney,Jersey,0,4,1989-03-18,international-muratti-vase
Guatemala,Costa Rica,1,0,1989-03-19,international-concacaf-championship
Israel,Australia,1,1,1989-03-19,international-fifa-world-cup-qualification
Trinidad and Tobago,Paraguay,2,2,1989-03-19,international-friendly
Yemen,Saudi Arabia,0,1,1989-03-20,international-fifa-world-cup-qualification
Algeria,Morocco,1,1,1989-03-22,international-friendly
Bulgaria,Germany,1,2,1989-03-22,international-friendly
German DR,Finland,1,1,1989-03-22,international-friendly
Netherlands,Russia,2,0,1989-03-22,international-friendly
Trinidad and Tobago,Paraguay,1,1,1989-03-22,international-friendly
Spain,Malta,4,0,1989-03-23,international-fifa-world-cup-qualification
Austria,Italy,0,1,1989-03-25,international-friendly
Syria,Yemen,2,0,1989-03-25,international-fifa-world-cup-qualification
Barbados,Jamaica,1,1,1989-03-26,international-friendly
Ethiopia,Malawi,1,1,1989-03-26,international-friendly
Venezuela,Paraguay,1,2,1989-03-26,international-friendly
Qatar,Malaysia,1,0,1989-03-27,international-friendly
Barbados,Jamaica,1,1,1989-03-28,international-friendly
Ethiopia,Malawi,1,0,1989-03-28,international-friendly
Greece,Turkey,0,1,1989-03-29,international-friendly
Portugal,Angola,6,0,1989-03-29,international-friendly
Romania,Italy,1,0,1989-03-29,international-friendly
Syria,Saudi Arabia,0,0,1989-03-30,international-fifa-world-cup-qualification
Venezuela,Paraguay,0,0,1989-03-30,international-friendly
Aruba,Trinidad and Tobago,0,7,1989-03-31,international-friendly
Ethiopia,Zambia,0,1,1989-03-31,international-friendly
Curaçao,Trinidad and Tobago,1,1,1989-04-01,international-friendly
Costa Rica,Guatemala,2,1,1989-04-02,international-concacaf-championship
Curaçao,Aruba,1,0,1989-04-02,international-friendly
Ethiopia,Zambia,2,2,1989-04-02,international-friendly
New Zealand,Australia,2,0,1989-04-02,international-fifa-world-cup-qualification
Algeria,Tunisia,2,0,1989-04-04,international-friendly
Hungary,Switzerland,3,0,1989-04-04,international-friendly
Greece,Yugoslavia,1,4,1989-04-05,international-friendly
Saudi Arabia,Yemen,1,0,1989-04-05,international-fifa-world-cup-qualification
Sudan,Kenya,1,0,1989-04-07,international-african-cup-of-nations-qualification
Angola,Ivory Coast,0,2,1989-04-09,international-african-cup-of-nations-qualification
Ethiopia,Egypt,1,0,1989-04-09,international-african-cup-of-nations-qualification
Gabon,Ghana,1,0,1989-04-09,international-african-cup-of-nations-qualification
Mali,Morocco,0,0,1989-04-09,international-african-cup-of-nations-qualification
Mauritius,Zimbabwe,1,4,1989-04-09,international-african-cup-of-nations-qualification
New Zealand,Israel,2,2,1989-04-09,international-fifa-world-cup-qualification
Eswatini,Malawi,0,2,1989-04-09,international-african-cup-of-nations-qualification
Austria,Czechoslovakia,1,2,1989-04-11,international-friendly
Barbados,Bermuda,1,2,1989-04-12,international-friendly
Brazil,Paraguay,2,0,1989-04-12,international-friendly
Denmark,Canada,2,0,1989-04-12,international-friendly
German DR,Turkey,0,2,1989-04-12,international-fifa-world-cup-qualification
Hungary,Malta,1,1,1989-04-12,international-fifa-world-cup-qualification
Poland,Romania,2,1,1989-04-12,international-friendly
Angola,Mozambique,1,1,1989-04-13,international-friendly
Ecuador,Argentina,2,2,1989-04-13,international-friendly
Barbados,Bermuda,2,1,1989-04-14,international-friendly
Faroe Islands,Canada,1,0,1989-04-14,international-friendly
Guinea,Nigeria,1,1,1989-04-15,international-african-cup-of-nations-qualification
Australia,Israel,1,1,1989-04-16,international-fifa-world-cup-qualification
Costa Rica,United States,1,0,1989-04-16,international-concacaf-championship
Faroe Islands,Canada,0,1,1989-04-16,international-friendly
Mozambique,Zambia,0,1,1989-04-16,international-african-cup-of-nations-qualification
Trinidad and Tobago,Bermuda,1,1,1989-04-16,international-friendly
Trinidad and Tobago,Bermuda,0,1,1989-04-18,international-friendly
Chile,Argentina,1,1,1989-04-20,international-friendly
Egypt,Ethiopia,6,1,1989-04-21,international-african-cup-of-nations-qualification
Italy,Uruguay,1,1,1989-04-22,international-friendly
Nigeria,Guinea,3,0,1989-04-22,international-african-cup-of-nations-qualification
Antigua and Barbuda,Jamaica,1,0,1989-04-23,international-cfu-caribbean-cup-qualification
Ghana,Gabon,1,0,1989-04-23,international-african-cup-of-nations-qualification
Ivory Coast,Angola,4,1,1989-04-23,international-african-cup-of-nations-qualification
Kenya,Sudan,1,0,1989-04-23,international-african-cup-of-nations-qualification
Malawi,Eswatini,1,1,1989-04-23,international-african-cup-of-nations-qualification
Morocco,Mali,1,1,1989-04-23,international-african-cup-of-nations-qualification
Saint Kitts and Nevis,French Guiana,1,0,1989-04-23,international-cfu-caribbean-cup-qualification
Saint Lucia,Dominica,0,0,1989-04-23,international-cfu-caribbean-cup-qualification
Trinidad and Tobago,Aruba,11,0,1989-04-23,international-cfu-caribbean-cup-qualification
Zimbabwe,Mauritius,1,0,1989-04-23,international-african-cup-of-nations-qualification
Bulgaria,Denmark,0,2,1989-04-26,international-fifa-world-cup-qualification
Curaçao,Martinique,3,1,1989-04-26,international-cfu-caribbean-cup-qualification
England,Albania,5,0,1989-04-26,international-fifa-world-cup-qualification
Greece,Romania,0,0,1989-04-26,international-fifa-world-cup-qualification
Republic of Ireland,Spain,1,0,1989-04-26,international-fifa-world-cup-qualification
Italy,Hungary,4,0,1989-04-26,international-friendly
Malta,Northern Ireland,0,2,1989-04-26,international-fifa-world-cup-qualification
Netherlands,Germany,1,1,1989-04-26,international-fifa-world-cup-qualification
Portugal,Switzerland,3,1,1989-04-26,international-fifa-world-cup-qualification
Russia,German DR,3,0,1989-04-26,international-fifa-world-cup-qualification
Scotland,Cyprus,2,1,1989-04-26,international-fifa-world-cup-qualification
Wales,Sweden,0,2,1989-04-26,international-friendly
Belgium,Czechoslovakia,2,1,1989-04-29,international-fifa-world-cup-qualification
France,Yugoslavia,0,0,1989-04-29,international-fifa-world-cup-qualification
United States,Costa Rica,1,0,1989-04-30,international-concacaf-championship
Zambia,Mozambique,3,0,1989-04-30,international-african-cup-of-nations-qualification
Guernsey,Jersey,0,4,1989-05-01,international-muratti-vase
Norway,Poland,0,3,1989-05-02,international-friendly
Uruguay,Ecuador,3,1,1989-05-03,international-friendly
El Salvador,Paraguay,1,2,1989-05-05,international-friendly
Guatemala,Chile,0,1,1989-05-05,international-friendly
South Korea,Japan,1,0,1989-05-05,international-friendly
El Salvador,Chile,0,1,1989-05-07,international-friendly
Grenada,Saint Kitts and Nevis,2,1,1989-05-07,international-cfu-caribbean-cup-qualification
Guatemala,Paraguay,1,2,1989-05-07,international-friendly
Jamaica,Guadeloupe,1,3,1989-05-07,international-cfu-caribbean-cup-qualification
Sint Maarten,British Virgin Islands,1,2,1989-05-07,international-cfu-caribbean-cup-qualification
Sweden,Poland,2,1,1989-05-07,international-fifa-world-cup-qualification
Czechoslovakia,Luxembourg,4,0,1989-05-09,international-fifa-world-cup-qualification
Brazil,Peru,4,1,1989-05-10,international-friendly
French Guiana,Trinidad and Tobago,1,3,1989-05-10,international-cfu-caribbean-cup-qualification
Japan,China PR,2,2,1989-05-10,international-friendly
Turkey,Russia,0,1,1989-05-10,international-fifa-world-cup-qualification
Dominica,Antigua and Barbuda,0,1,1989-05-13,international-cfu-caribbean-cup-qualification
Hong Kong,Macau,2,1,1989-05-13,international-friendly
Japan,China PR,2,0,1989-05-13,international-friendly
Singapore,Indonesia,1,2,1989-05-13,international-friendly
United States,Trinidad and Tobago,1,1,1989-05-13,international-concacaf-championship
Paraguay,Peru,1,1,1989-05-15,international-friendly
Namibia,Angola,0,1,1989-05-16,international-friendly
Denmark,Greece,7,1,1989-05-17,international-fifa-world-cup-qualification
Romania,Bulgaria,1,0,1989-05-17,international-fifa-world-cup-qualification
Peru,Venezuela,2,1,1989-05-18,international-friendly
German DR,Austria,1,1,1989-05-20,international-fifa-world-cup-qualification
Aruba,Grenada,0,0,1989-05-21,international-cfu-caribbean-cup-qualification
Guadeloupe,Dominica,0,0,1989-05-21,international-cfu-caribbean-cup-qualification
Indonesia,North Korea,0,0,1989-05-21,international-fifa-world-cup-qualification
Martinique,British Virgin Islands,0,0,1989-05-21,international-cfu-caribbean-cup-qualification
Norway,Cyprus,3,1,1989-05-21,international-fifa-world-cup-qualification
Saint Kitts and Nevis,Trinidad and Tobago,0,2,1989-05-21,international-cfu-caribbean-cup-qualification
Saint Vincent and the Grenadines,Curaçao,3,2,1989-05-21,international-cfu-caribbean-cup-qualification
Hong Kong,Japan,0,0,1989-05-22,international-fifa-world-cup-qualification
Ecuador,Uruguay,1,1,1989-05-23,international-friendly
England,Chile,0,0,1989-05-23,international-rous-cup
South Korea,Singapore,3,0,1989-05-23,international-fifa-world-cup-qualification
Malaysia,Nepal,2,0,1989-05-23,international-fifa-world-cup-qualification
Guinea-Bissau,Senegal,0,0,1989-05-24,international-amílcar-cabral-cup
Morocco,Algeria,1,0,1989-05-24,international-friendly
Peru,Brazil,1,1,1989-05-24,international-friendly
Bolivia,Paraguay,3,2,1989-05-25,international-friendly
South Korea,Nepal,9,0,1989-05-25,international-fifa-world-cup-qualification
Malaysia,Singapore,1,0,1989-05-25,international-fifa-world-cup-qualification
Mali,Cape Verde,1,1,1989-05-25,international-amílcar-cabral-cup
Mauritania,Sierra Leone,1,2,1989-05-25,international-amílcar-cabral-cup
Northern Ireland,Chile,0,1,1989-05-26,international-friendly
Belgium,Yugoslavia,1,0,1989-05-27,international-friendly
Cape Verde,Guinea-Bissau,2,3,1989-05-27,international-amílcar-cabral-cup
Hong Kong,North Korea,1,2,1989-05-27,international-fifa-world-cup-qualification
South Korea,Malaysia,3,0,1989-05-27,international-fifa-world-cup-qualification
Mali,Senegal,2,2,1989-05-27,international-amílcar-cabral-cup
Scotland,England,0,2,1989-05-27,international-rous-cup
Singapore,Nepal,3,0,1989-05-27,international-fifa-world-cup-qualification
Indonesia,Japan,0,0,1989-05-28,international-fifa-world-cup-qualification
Republic of Ireland,Malta,2,0,1989-05-28,international-fifa-world-cup-qualification
Trinidad and Tobago,Costa Rica,1,1,1989-05-28,international-concacaf-championship
Cape Verde,Senegal,2,1,1989-05-30,international-amílcar-cabral-cup
Guinea,Mauritania,3,1,1989-05-30,international-amílcar-cabral-cup
Iran,Thailand,3,0,1989-05-30,international-fifa-world-cup-qualification
Mali,Guinea-Bissau,2,1,1989-05-30,international-amílcar-cabral-cup
Scotland,Chile,2,0,1989-05-30,international-rous-cup
Finland,Netherlands,0,1,1989-05-31,international-fifa-world-cup-qualification
Norway,Austria,4,1,1989-05-31,international-friendly
Russia,Iceland,1,1,1989-05-31,international-fifa-world-cup-qualification
Sweden,Algeria,2,0,1989-05-31,international-friendly
Wales,Germany,0,0,1989-05-31,international-fifa-world-cup-qualification
Ivory Coast,DR Congo,1,1,1989-06-01,international-friendly
Luxembourg,Belgium,0,5,1989-06-01,international-fifa-world-cup-qualification
Paraguay,Bolivia,2,0,1989-06-01,international-friendly
Cape Verde,Guinea,0,1,1989-06-02,international-amílcar-cabral-cup
Mali,Sierra Leone,1,0,1989-06-02,international-amílcar-cabral-cup
Cape Verde,Sierra Leone,1,0,1989-06-03,international-amílcar-cabral-cup
Curaçao,British Virgin Islands,4,0,1989-06-03,international-cfu-caribbean-cup-qualification
Egypt,Chile,2,0,1989-06-03,international-friendly
England,Poland,3,0,1989-06-03,international-fifa-world-cup-qualification
Malawi,Tunisia,1,0,1989-06-03,international-friendly
Nepal,South Korea,0,4,1989-06-03,international-fifa-world-cup-qualification
Singapore,Malaysia,2,2,1989-06-03,international-fifa-world-cup-qualification
Dominica,Jamaica,0,0,1989-06-04,international-cfu-caribbean-cup-qualification
Gabon,DR Congo,0,0,1989-06-04,international-friendly
Hong Kong,Indonesia,1,1,1989-06-04,international-fifa-world-cup-qualification
Republic of Ireland,Hungary,2,0,1989-06-04,international-fifa-world-cup-qualification
Japan,North Korea,2,1,1989-06-04,international-fifa-world-cup-qualification
Mali,Guinea,3,0,1989-06-04,international-amílcar-cabral-cup
United States,Peru,3,0,1989-06-04,international-marlboro-cup
Malaysia,South Korea,0,3,1989-06-05,international-fifa-world-cup-qualification
Singapore,Nepal,7,0,1989-06-05,international-fifa-world-cup-qualification
Grenada,Trinidad and Tobago,1,0,1989-06-06,international-cfu-caribbean-cup-qualification
Denmark,England,1,1,1989-06-07,international-friendly
Malaysia,Nepal,3,0,1989-06-07,international-fifa-world-cup-qualification
Martinique,Sint Maarten,10,0,1989-06-07,international-cfu-caribbean-cup-qualification
Singapore,South Korea,0,3,1989-06-07,international-fifa-world-cup-qualification
Switzerland,Czechoslovakia,0,1,1989-06-07,international-fifa-world-cup-qualification
Bolivia,Uruguay,0,0,1989-06-08,international-friendly
Brazil,Portugal,4,0,1989-06-08,international-friendly
Canada,Belgium,0,2,1989-06-08,international-friendly
French Guiana,Aruba,4,0,1989-06-08,international-cfu-caribbean-cup-qualification
Kenya,Egypt,0,0,1989-06-10,international-fifa-world-cup-qualification
Nigeria,Cameroon,2,0,1989-06-10,international-fifa-world-cup-qualification
Angola,Gabon,2,0,1989-06-11,international-fifa-world-cup-qualification
DR Congo,Morocco,0,0,1989-06-11,international-fifa-world-cup-qualification
Costa Rica,Trinidad and Tobago,1,0,1989-06-11,international-concacaf-championship
Ivory Coast,Algeria,0,0,1989-06-11,international-fifa-world-cup-qualification
Japan,Indonesia,5,0,1989-06-11,international-fifa-world-cup-qualification
Liberia,Malawi,1,0,1989-06-11,international-fifa-world-cup-qualification
Zambia,Tunisia,1,0,1989-06-11,international-fifa-world-cup-qualification
Denmark,Sweden,6,0,1989-06-14,international-friendly
Iceland,Austria,0,0,1989-06-14,international-fifa-world-cup-qualification
Norway,Yugoslavia,1,2,1989-06-14,international-fifa-world-cup-qualification
Uruguay,Bolivia,1,0,1989-06-14,international-friendly
Brazil,Sweden,1,2,1989-06-16,international-friendly
Trinidad and Tobago,Peru,2,1,1989-06-16,international-friendly
Zimbabwe,Zambia,0,0,1989-06-16,international-friendly
United States,Guatemala,2,1,1989-06-17,international-concacaf-championship
Aruba,Saint Kitts and Nevis,1,4,1989-06-18,international-cfu-caribbean-cup-qualification
Denmark,Brazil,4,0,1989-06-18,international-friendly
Jamaica,Saint Lucia,1,1,1989-06-18,international-cfu-caribbean-cup-qualification
Japan,Hong Kong,0,0,1989-06-18,international-fifa-world-cup-qualification
Sint Maarten,Curaçao,1,2,1989-06-18,international-cfu-caribbean-cup-qualification
Uruguay,Chile,2,2,1989-06-19,international-friendly
Ecuador,Peru,1,2,1989-06-20,international-friendly
Switzerland,Brazil,1,0,1989-06-21,international-friendly
Bolivia,Chile,0,1,1989-06-22,international-friendly
Malawi,Kenya,1,0,1989-06-24,international-fifa-world-cup-qualification
United States,Colombia,0,1,1989-06-24,international-friendly
Angola,Cameroon,1,2,1989-06-25,international-fifa-world-cup-qualification
El Salvador,Costa Rica,2,4,1989-06-25,international-concacaf-championship
Gabon,Nigeria,2,1,1989-06-25,international-fifa-world-cup-qualification
Indonesia,Hong Kong,3,2,1989-06-25,international-fifa-world-cup-qualification
North Korea,Japan,2,0,1989-06-25,international-fifa-world-cup-qualification
Liberia,Egypt,1,0,1989-06-25,international-fifa-world-cup-qualification
Tunisia,DR Congo,1,0,1989-06-25,international-fifa-world-cup-qualification
Venezuela,Peru,3,1,1989-06-25,international-friendly
Zambia,Morocco,2,1,1989-06-25,international-fifa-world-cup-qualification
Zimbabwe,Algeria,1,2,1989-06-25,international-fifa-world-cup-qualification
South Korea,Czechoslovakia,0,0,1989-06-26,international-korea-cup
Chile,Bolivia,2,1,1989-06-27,international-friendly
Haiti,Colombia,0,4,1989-06-27,international-friendly
Grenada,French Guiana,0,0,1989-06-30,international-cfu-caribbean-cup-qualification
Brazil,Venezuela,3,1,1989-07-01,international-copa-américa
Paraguay,Peru,5,2,1989-07-01,international-copa-américa
Argentina,Chile,1,0,1989-07-02,international-copa-américa
Grenada,Saint Vincent and the Grenadines,2,0,1989-07-02,international-cfu-caribbean-cup
North Korea,Hong Kong,4,1,1989-07-02,international-fifa-world-cup-qualification
Uruguay,Ecuador,0,1,1989-07-02,international-copa-américa
Barbados,Guadeloupe,1,0,1989-07-03,international-cfu-caribbean-cup
Brazil,Peru,0,0,1989-07-03,international-copa-américa
Venezuela,Colombia,2,4,1989-07-03,international-copa-américa
Argentina,Ecuador,0,0,1989-07-04,international-copa-américa
Curaçao,Saint Vincent and the Grenadines,1,1,1989-07-04,international-cfu-caribbean-cup
Uruguay,Bolivia,3,0,1989-07-04,international-copa-américa
Barbados,Trinidad and Tobago,0,3,1989-07-05,international-cfu-caribbean-cup
Colombia,Paraguay,0,1,1989-07-05,international-copa-américa
Peru,Venezuela,1,1,1989-07-05,international-copa-américa
Chile,Uruguay,0,3,1989-07-06,international-copa-américa
Curaçao,Grenada,1,1,1989-07-06,international-cfu-caribbean-cup
Ecuador,Bolivia,0,0,1989-07-06,international-copa-américa
Malawi,Gabon,2,0,1989-07-06,international-friendly
Faroe Islands,Ynys Môn,6,0,1989-07-06,international-island-games
Greenland,Shetland,4,1,1989-07-06,international-island-games
Brazil,Colombia,0,0,1989-07-07,international-copa-américa
Gabon,Mozambique,1,0,1989-07-07,international-friendly
Guadeloupe,Trinidad and Tobago,2,0,1989-07-07,international-cfu-caribbean-cup
Paraguay,Venezuela,3,0,1989-07-07,international-copa-américa
Bolivia,Chile,0,5,1989-07-08,international-copa-américa
Uruguay,Argentina,0,1,1989-07-08,international-copa-américa
Faroe Islands,Shetland,4,0,1989-07-08,international-island-games
Åland Islands,Ynys Môn,4,5,1989-07-08,international-island-games
Brazil,Paraguay,2,0,1989-07-09,international-copa-américa
Colombia,Peru,1,1,1989-07-09,international-copa-américa
Grenada,Trinidad and Tobago,1,2,1989-07-09,international-cfu-caribbean-cup
North Korea,Indonesia,2,1,1989-07-09,international-fifa-world-cup-qualification
Malawi,Mozambique,0,1,1989-07-09,international-friendly
Faroe Islands,Greenland,3,0,1989-07-09,international-island-games
Åland Islands,Shetland,2,0,1989-07-09,international-island-games
Argentina,Bolivia,0,0,1989-07-10,international-copa-américa
Chile,Ecuador,2,1,1989-07-10,international-copa-américa
Kenya,DR Congo,0,1,1989-07-10,international-friendly
Malawi,Mozambique,0,2,1989-07-11,international-friendly
Åland Islands,Greenland,3,0,1989-07-11,international-island-games
Ynys Môn,Shetland,3,0,1989-07-11,international-island-games
Brazil,Argentina,2,0,1989-07-12,international-copa-américa
Paraguay,Uruguay,0,3,1989-07-12,international-copa-américa
Faroe Islands,Åland Islands,7,1,1989-07-12,international-island-games
Ynys Môn,Greenland,1,0,1989-07-12,international-island-games
Argentina,Uruguay,0,2,1989-07-14,international-copa-américa
Brazil,Paraguay,3,0,1989-07-14,international-copa-américa
China PR,Iran,2,0,1989-07-15,international-fifa-world-cup-qualification
Brazil,Uruguay,1,0,1989-07-16,international-copa-américa
Costa Rica,El Salvador,1,0,1989-07-16,international-concacaf-championship
Egypt,DR Congo,2,0,1989-07-16,international-african-cup-of-nations-qualification
Nigeria,Zimbabwe,3,0,1989-07-16,international-african-cup-of-nations-qualification
Malawi,Kenya,2,3,1989-07-16,international-african-cup-of-nations-qualification
Zambia,Gabon,3,0,1989-07-16,international-african-cup-of-nations-qualification
Mali,Ivory Coast,2,2,1989-07-16,international-african-cup-of-nations-qualification
Paraguay,Argentina,0,0,1989-07-16,international-copa-américa
Senegal,Tunisia,3,0,1989-07-16,international-african-cup-of-nations-qualification
Iran,China PR,3,2,1989-07-22,international-fifa-world-cup-qualification
Brazil,Japan,1,0,1989-07-23,international-friendly
Chile,Peru,2,1,1989-07-25,international-friendly
Algeria,Qatar,1,1,1989-07-26,international-friendly
DR Congo,Egypt,0,0,1989-07-28,international-african-cup-of-nations-qualification
Kenya,Malawi,0,0,1989-07-29,international-african-cup-of-nations-qualification
China PR,Thailand,2,0,1989-07-29,international-fifa-world-cup-qualification
Gabon,Zambia,2,1,1989-07-30,international-african-cup-of-nations-qualification
Ivory Coast,Mali,3,1,1989-07-30,international-african-cup-of-nations-qualification
Trinidad and Tobago,El Salvador,2,0,1989-07-30,international-concacaf-championship
Tunisia,Senegal,0,1,1989-07-30,international-african-cup-of-nations-qualification
Venezuela,Brazil,0,4,1989-07-30,international-fifa-world-cup-qualification
Zimbabwe,Nigeria,1,1,1989-07-30,international-african-cup-of-nations-qualification
Tunisia,Malawi,3,0,1989-08-05,international-friendly
